epoch,train_loss,eval_loss,eval_top1,eval_top5
0,6.834082035968701,6.718944086116055,3.1505678349004764,12.675540359018195
1,5.0608627162873745,4.59746499649115,3.0650873122481377,14.104286237635852
2,4.893407785644134,4.33336137080312,5.031139333251923,21.614360727805593
3,4.83154447004199,4.155272428042316,6.643057760410307,22.701184515813896
4,4.7653534685571985,4.072190752831815,6.337770179509097,27.341555745512274
5,4.753971420228481,3.9800326404066104,7.961900109903529,29.283184760043962
6,4.716277755796909,3.9183296618669488,9.96458664061546,30.736353645133715
7,4.699797600507736,3.8511075918775495,9.915740627671266,30.19904750274759
8,4.691184051334858,3.90205479751272,8.938820368787399,31.07827573574307
9,4.6786009681721525,3.857143492529223,10.367566247405055,32.140676517279275
10,4.67274330680569,3.7849608148348204,10.550738795945781,35.02259128098669
11,4.663680922860901,3.7802239602732124,10.7827573574307,32.7268286726096
12,4.658639598637819,3.8076227300841667,10.48968127976554,33.17865429234339
13,4.626680057495832,3.664869171866481,13.98217120527537,37.92892905279661
14,4.640239983797073,3.689101813520496,12.736597875198436,36.036146054702854
15,4.633731470132868,3.6781557512626875,13.078519965807791,35.950665526926365
16,4.632165960967541,3.6738366074200473,14.519477347661498,36.829893759921845
17,4.630448527634144,3.7161962725417723,12.919770423739163,36.62229820490902
18,4.5816473433127,3.641111052419141,13.921113689095128,38.759311271217484
19,4.587678687646985,3.6021160928011375,15.569666625961656,39.528635976718945
20,4.58313941086332,3.651571712093281,12.101599706923922,38.78373428281373
21,4.580184721698363,3.537428273547917,17.572353156673586,41.67786054509887
22,4.576128551736474,3.5604695400951227,16.766393943094396,41.116131396182425
23,4.5685567650943995,3.489155608869062,17.059470020759555,44.51092929580387
24,4.543454008797805,3.4703484481763076,15.850531200390767,44.87727439294355
25,4.53555735014379,3.4392213121498734,16.497740871901332,44.86506288924166
26,4.530964629724622,3.402381656894551,19.208694590304066,46.04957870313836
27,4.51434322570761,3.3962347601225473,16.998412504579314,46.220539749258236
28,4.508478218689561,3.3762663616367217,18.073024789351567,47.734766150120635
29,4.505066951736808,3.3538672760127155,19.465136158261082,49.43216509952375
30,4.4936111109952135,3.3314601441328744,21.26022713396019,48.992550983491846
31,4.475408473983407,3.3347983643283396,17.92648675051899,46.89217242689153
32,4.475800339132547,3.2528866411987742,20.185614849187935,49.54206862864819
33,4.466059810171525,3.2868422367791434,19.99023079741116,49.55428013229184
34,4.4611917560299235,3.202182614158428,21.9440713151789,52.64379045223488
35,4.434959778562188,3.156250493548877,22.35926242520454,53.15667358931349
36,4.4267557716617985,3.1616355672920853,23.262913664672123,53.31542312905296
37,4.399764388178785,3.0988300883998536,23.409451703912303,53.9137867875611
38,4.448641364152233,3.0726396557408124,24.03223836854317,53.596287705811235
39,4.435425233095884,3.1032562544966287,25.412138234624233,54.377823911055
40,4.403589239964883,3.0862951209102887,25.21675418284746,54.695322999850575
41,4.411512302234769,3.1100490368363154,23.812431310294297,55.037245086500356
42,4.40046270750463,3.014235118702227,24.239833923555988,57.06435462764396
43,4.393385676046212,3.0553621462608724,26.718769080473805,55.19599462740441
44,4.38832236888508,3.000359401232391,26.157039932081414,55.76993528066326
45,4.38740027944247,3.0434743219394944,25.460984247160827,54.8907070465032
46,4.382875042657058,2.994916220959733,26.010501892783,56.61252900511518
47,4.387335767348607,2.924866361806704,27.488093785160057,59.299059719374974
48,4.365185600395004,2.8803327717992437,29.124435218382935,60.495787034178555
49,4.36828495003283,2.9830581071627478,27.133960190907054,58.957137624573136
50,4.362207030877471,2.8469604496438214,29.2343387475656,61.155208213583485
51,4.3477895352989435,2.906678985218845,29.97924044490632,58.96934912780918
52,4.3269590344280005,2.9429654978995416,28.269629991451946,58.82281108886014
53,4.350597607592742,2.924433488085355,29.0389546957306,58.45646599608764
54,4.328282050788403,2.9139595255919875,28.55049456588106,59.25021370223829
55,4.3224416840821505,2.779448906978505,29.222127244271324,61.765783369563
56,4.322289511561394,2.8127087696027457,29.393088289576,60.58126755496757
57,4.320573474590977,2.7847914512027296,30.663084626183256,63.03577971193493
58,4.324496630579233,2.7918558812779026,32.055195995034545,62.60837709448075
59,4.327530154337485,2.7429605815739317,32.7512516794893,63.0235682045064
60,4.304420169442892,2.797862249207389,32.17731102739503,63.20674075141671
61,4.310780213524898,2.8178887339007477,31.74990841372573,61.716937357783394
62,4.290116607521971,2.7571078134639926,32.64134814995726,63.23116375905339
63,4.307402452453971,2.7482846901230156,35.09586030040298,64.1103919908843
64,4.292113640656074,2.663054762400176,34.546342655188404,63.817315919042024
65,4.30267062659065,2.6762604199278,34.33874710017558,64.47673709378864
66,4.269551915427049,2.7176534447685703,33.04432775756206,63.475393826569345
67,4.269698067878683,2.6076023169294036,35.486628404771736,66.77249969843908
68,4.269551646585266,2.5493080725613377,35.962877030977616,67.04115277149546
69,4.279630710060398,2.6309471487605918,33.71596043635993,65.5147148651261
70,4.262766328950723,2.6677924708607343,35.462205397950264,64.61106362472685
71,4.277628971884648,2.5927349141934135,36.45133716123476,68.34778361216266
72,4.2671825891981525,2.567331034398542,37.135181342453464,67.04115276590548
73,4.239977861444156,2.54126377441403,36.20710709581505,67.57845890829161
74,4.260734676693876,2.5402234773639356,37.965563561340176,67.43192087691234
75,4.205008348450065,2.54063716884177,36.84210526595289,69.22701185074813
76,4.22839861176908,2.6056497132826206,37.04970081817072,65.1361582662061
77,4.249020998676618,2.5061332989647385,38.698253757832234,70.80229576447171
78,4.220706244309743,2.5266612231738694,39.16229087893875,69.62999145567439
79,4.206613667930166,2.5385678573789607,39.12565636876477,67.7982659739938
80,4.233142020801703,2.431116026332053,39.870558068492876,71.42508242764684
81,4.184300332019727,2.471821159215357,38.86921480115713,68.43326413807581
82,4.187355920672417,2.442609967468044,39.41873244642993,69.56893394135747
83,4.197342193995913,2.403756576523936,39.19892538771523,70.38710465444606
84,4.199134123201172,2.4516573704588995,39.91940408027249,70.24056661934013
85,4.206840870901942,2.418252897868155,41.61680303124779,70.50921968866987
86,4.185203082238634,2.2783740566449078,42.81353034838053,73.04921235804127
87,4.1850111080954475,2.391199367228904,40.22469166233828,69.32470387477318
88,4.200652657076716,2.31676761981608,44.07131517971373,72.34094517407712
89,4.172638138135274,2.3198955259068077,43.39968250254628,72.6828672665498
90,4.182039010028045,2.3497086220542247,41.690072049499506,71.90133105385273
91,4.138766465708613,2.380373174096947,42.068628649001795,72.76834778547548
92,4.134396104762952,2.252589960153002,42.398339238354886,73.2690194200168
93,4.145322062075138,2.180770398598332,45.268042496438866,74.34363170851572
94,4.162231150393684,2.243979862808002,45.805348638883224,75.61362804133809
95,4.139194184914231,2.1773508253632077,46.367077788207276,75.35718647151774
96,4.174679509674509,2.338855079364858,42.056417150074694,71.80363902982766
97,4.124797739709417,2.1531914228163793,45.64659909914375,75.22285993778453
98,4.087511904537678,2.088261871987726,47.63707412545505,77.79948711872741
99,4.104072856406371,2.2023036387365864,45.780925637069444,75.4182439895613
100,4.079519197965662,2.1387775452353313,46.77005739488042,78.14140921306343
101,4.114183307935794,2.2578591634348237,44.681890341516144,74.832091834231
102,4.11089535864691,2.049792255626259,50.50677738755683,77.87275614187035
103,4.07920468536516,2.0856312990683543,47.6370741247563,78.08035169315653
104,4.094793315976858,2.059919693965239,49.07803150730876,78.19025522600762
105,4.108716242636244,2.112720730977554,48.32091830597501,77.65294908175817
106,4.078348566467564,2.0085561550541344,48.65062889323186,79.10611796312126
107,4.093457404524088,2.0161931624356053,50.05495177201553,78.28794724816935
108,4.085329701503118,2.0526636226853547,47.83245817932807,77.55525705214312
109,4.096501755217711,2.0636404934551327,48.51630236008095,76.56612529374986
110,4.061121458187699,1.9868204451870868,51.98436928098201,79.48467456530209
111,4.0974627658724785,2.000346454134033,51.64244718687892,80.15630724514807
112,4.055214686940114,1.9734792890588302,51.69129320005602,79.54573208148233
113,4.076344012593229,2.0254539623410728,49.94504824056193,79.08169495664916
114,4.050773611913125,2.001035080424507,50.16485529648165,78.84967639702757
115,4.025228163848321,1.958907215160566,51.39821712378836,78.6665038522135
116,4.045063993583123,1.8997183561194058,52.20417633969671,80.35169129506151
117,4.008858998616536,1.9410328778581227,51.65465869593786,79.85101966424686
118,4.0317854676395655,1.8871823147781779,52.25302235450423,81.56063011543031
119,4.028855251148343,1.8672051409077246,54.536573457316116,81.52399560572216
120,4.022794948269923,1.9205732315301982,54.46330443650233,81.35303456041748
121,3.9818813850482306,1.782637573129922,55.70887776611343,82.25668579988506
122,4.022946221753955,1.9379320180464146,53.461961168234915,80.36390279829757
123,3.977180146301786,1.8590490370679504,55.33032116416552,82.00024423192805
124,3.9605839333186545,1.8891077288225728,52.81475149684081,81.5850531219024
125,3.9612581251809993,1.887685902797924,52.533886921887635,80.27842227750855
126,3.9796145148575306,1.8809529105259366,55.36695567550407,82.00024423192805
127,3.959132590020696,1.8792923469583636,52.48504091598915,81.43851508306983
128,3.9654543294260898,1.8384616457654641,53.71840273863755,80.84015142450346
